1/2/2009 6:17,Product1,1200,Mastercard
1/2/2009 4:53,Product1,1200,Visa
1/2/2009 13:08,Product1,1200,Mastercard
1/3/2009 14:44,Product1,1200,Visa
1/4/2009 12:56,Product2,3600,Visa
1/4/2009 13:19,Product1,1200,Visa
1/4/2009 20:11,Product1,1200,Mastercard
1/2/2009 20:09,Product1,1200,Mastercard
1/4/2009 13:17,Product1,1200,Mastercard
1/4/2009 14:11,Product1,1200,Visa
1/5/2009 2:42,Product1,1200,Diners
1/5/2009 5:39,Product1,1200,Amex
1/2/2009 9:16,Product1,1200,Mastercard
1/5/2009 10:08,Product1,1200,Visa
1/2/2009 14:18,Product1,1200,Visa
1/4/2009 1:05,Product1,1200,Diners
1/5/2009 11:37,Product1,1200,Visa
1/6/2009 5:02,Product1,1200,Diners
1/6/2009 7:45,Product2,3600,Visa
1/2/2009 7:35,Product1,1200,Diners
1/6/2009 12:56,Product1,1200,Visa
1/1/2009 11:05,Product1,1200,Diners
1/5/2009 4:10,Product1,1200,Mastercard
1/6/2009 7:18,Product1,1200,Visa
1/2/2009 1:11,Product1,1200,Mastercard
1/1/2009 2:24,Product1,1200,Visa
1/7/2009 8:08,Product1,1200,Diners
1/2/2009 2:57,Product1,1200,Visa
1/1/2009 20:21,Product1,1200,Visa
1/8/2009 0:42,Product1,1200,Visa
1/8/2009 3:56,Product1,1200,Mastercard
1/8/2009 3:16,Product1,1200,Mastercard
1/8/2009 1:59,Product1,1200,Mastercard
1/3/2009 9:03,Product1,1200,Diners
1/5/2009 13:17,Product1,1200,Mastercard
1/6/2009 7:46,Product1,1200,Amex
1/5/2009 20:00,Product2,3600,Visa
1/8/2009 16:24,Product1,1200,Visa
1/9/2009 6:39,Product1,1200,Mastercard
1/6/2009 22:19,Product2,3600,Amex
1/6/2009 23:00,Product2,3600,Amex
1/7/2009 7:44,Product1,1200,Mastercard
1/3/2009 13:24,Product1,1200,Visa
1/7/2009 15:12,Product2,3600,Visa
1/7/2009 20:15,Product1,1200,Amex
1/3/2009 10:11,Product2,3600,Visa
1/9/2009 15:58,Product1,1200,Mastercard
1/3/2009 13:11,Product1,1200,Mastercard
1/10/2009 12:57,Product1,1200,Amex
1/10/2009 14:43,Product1,1200,Diners
1/10/2009 12:05,Product1,1200,Visa
1/6/2009 1:20,Product1,1200,Mastercard
1/10/2009 14:56,Product1,1200,Visa
1/7/2009 10:01,Product1,1200,Visa
1/1/2009 1:26,Product1,1200,Mastercard
1/11/2009 2:04,Product1,1200,Visa
1/11/2009 14:17,Product1,1200,Visa
1/10/2009 21:38,Product1,1200,Visa
1/7/2009 6:18,Product1,1200,Mastercard
1/4/2009 8:39,Product2,3600,Diners
1/5/2009 0:31,Product1,1200,Mastercard
1/2/2009 6:07,Product1,1200,Visa
1/12/2009 3:25,Product1,1200,Mastercard
1/4/2009 13:56,Product1,1200,Mastercard
1/7/2009 0:12,Product2,3600,Mastercard
1/12/2009 5:18,Product1,1200,Mastercard
1/8/2009 15:16,Product1,1200,Visa
1/11/2009 11:33,Product1,1200,Visa
1/7/2009 20:22,Product1,1200,Visa
1/2/2009 22:00,Product1,1200,Diners
1/5/2009 13:52,Product1,1200,Mastercard
1/8/2009 20:32,Product1,1200,Visa
1/8/2009 13:34,Product1,1200,Visa
1/11/2009 13:08,Product1,1200,Visa
1/12/2009 19:04,Product1,1200,Visa
1/12/2009 13:41,Product1,1200,Visa
1/11/2009 10:38,Product1,1200,Mastercard
1/13/2009 5:57,Product1,1200,Visa
1/13/2009 6:13,Product1,1200,Visa
1/8/2009 13:14,Product1,1200,Visa
1/2/2009 11:41,Product1,1200,Visa
1/7/2009 19:50,Product1,1200,Diners
1/1/2009 20:28,Product1,1200,Visa
1/3/2009 15:22,Product1,1200,Mastercard
1/12/2009 3:03,Product2,3600,Mastercard
1/5/2009 8:58,Product2,3600,Mastercard
1/10/2009 14:03,Product1,1200,Mastercard
1/13/2009 11:26,Product1,1200,Visa
1/2/2009 12:18,Product1,1200,Visa
1/14/2009 4:54,Product1,1200,Mastercard
1/6/2009 17:15,Product1,1200,Visa
1/3/2009 13:56,Product1,1200,Visa
1/4/2009 7:54,Product1,1200,Visa
1/12/2009 7:28,Product1,1200,Amex
1/6/2009 15:15,Product1,1200,Mastercard
1/13/2009 23:56,Product1,1200,Mastercard
1/14/2009 19:32,Product1,1200,Visa
1/6/2009 21:13,Product1,1200,Visa
1/14/2009 11:19,Product1,1200,Visa
1/13/2009 19:39,Product1,1200,Visa
1/8/2009 7:26,Product1,1200,Mastercard
1/15/2009 2:40,Product1,1200,Mastercard
1/12/2009 6:40,Product1,1200,Visa
1/15/2009 3:43,Product1,1200,Visa
1/5/2009 15:39,Product1,1200,Visa
1/10/2009 5:21,Product1,1200,Amex
1/15/2009 4:12,Product1,1200,Mastercard
1/12/2009 11:48,Product1,1200,Visa
1/6/2009 10:48,Product1,1200,Mastercard
1/14/2009 9:10,Product1,1200,Mastercard
1/14/2009 22:44,Product1,1200,Visa
1/6/2009 7:23,Product1,1200,Visa
1/1/2009 5:04,Product1,1200,Mastercard
1/15/2009 11:56,Product1,1200,Visa
1/15/2009 11:58,Product1,1200,Visa
1/12/2009 9:43,Product1,1200,Diners
1/15/2009 12:33,Product1,1200,Visa
1/14/2009 11:35,Product1,1200,Visa
1/14/2009 15:40,Product1,1200,Amex
1/3/2009 11:08,Product1,1200,Amex
1/12/2009 1:37,Product1,1200,Visa
1/16/2009 7:21,Product1,2100,Mastercard
1/15/2009 12:54,Product1,1200,Mastercard
1/7/2009 7:19,Product1,1200,Amex
1/3/2009 9:56,Product1,1200,Visa
1/16/2009 17:41,Product1,1200,Visa
1/5/2009 5:33,Product1,1200,Visa
1/2/2009 0:50,Product1,1200,Visa
1/13/2009 1:51,Product1,1200,Visa
1/15/2009 10:24,Product1,1200,Visa
1/11/2009 8:59,Product1,1200,Visa
1/15/2009 15:56,Product1,1200,Amex
1/1/2009 12:19,Product1,1200,Visa
1/6/2009 14:03,Product1,1200,Visa
1/9/2009 15:32,Product1,1200,Diners
1/17/2009 12:59,Product1,1200,Diners
1/12/2009 12:37,Product1,1200,Visa
1/4/2009 7:43,Product1,1200,Mastercard
1/17/2009 16:22,Product1,1200,Visa
1/1/2009 3:51,Product1,1200,Mastercard
1/18/2009 5:27,Product1,1200,Visa
1/18/2009 5:15,Product1,1200,Diners
1/1/2009 1:51,Product1,1200,Mastercard
1/18/2009 6:30,Product1,1200,Visa
1/11/2009 10:51,Product1,1200,Mastercard
1/4/2009 17:02,Product1,1200,Mastercard
1/17/2009 1:23,Product1,1200,Amex
1/18/2009 2:16,Product1,1200,Visa
1/18/2009 11:34,Product2,3600,Visa
1/18/2009 4:38,Product1,1200,Visa
1/18/2009 13:26,Product3,7500,Mastercard
1/18/2009 11:53,Product1,1200,Visa
1/18/2009 12:04,Product1,1200,Visa
1/13/2009 19:54,Product1,1200,Diners
1/5/2009 21:06,Product1,1200,Mastercard
1/14/2009 6:32,Product1,1200,Visa
1/4/2009 23:48,Product1,1200,Diners
1/18/2009 16:32,Product2,3600,Visa
1/18/2009 17:04,Product2,3600,Visa
1/18/2009 17:20,Product2,3600,Visa
1/18/2009 17:39,Product2,3600,Visa
1/11/2009 11:20,Product1,1200,Visa
1/13/2009 20:59,Product1,1200,Mastercard
1/12/2009 16:50,Product1,1200,Visa
1/12/2009 15:12,Product1,1200,Mastercard
1/6/2009 12:27,Product1,1200,Mastercard
1/9/2009 18:52,Product1,1200,Visa
1/18/2009 23:17,Product1,1200,Visa
1/7/2009 8:21,Product1,1200,Visa
1/3/2009 9:54,Product1,1200,Visa
1/5/2009 19:37,Product1,1200,Amex
1/4/2009 12:49,Product1,1200,Diners
